Age,Gender,Income,CoapplicantIncome,LoanAmount,LoanTerm,CreditScore,EmploymentStatus,MaritalStatus,PropertyArea,Output
54,Female,79665,5731,183431,189,791,Unemployed,Divorced,Rural,0
39,Female,52467,17279,688396,148,566,Unemployed,Married,Rural,1
24,Male,32785,47558,10318,339,717,Unemployed,Divorced,Urban,0
40,Female,31402,46223,297688,67,571,Self-employed,Single,Urban,1
58,Female,4704,44223,266305,168,742,Unemployed,Divorced,Semiurban,0
57,Female,29027,24416,287967,45,812,Employed,Widowed,Urban,0
46,Female,61092,28000,710188,184,711,Employed,Married,Semiurban,0
33,Male,7725,12045,371699,240,314,Unemployed,Widowed,Rural,1
55,Male,66105,36299,284122,65,379,Employed,Married,Urban,0
45,Male,27223,10666,688820,233,843,Employed,Widowed,Rural,0
65,Female,29384,18245,442327,244,850,Unemployed,Divorced,Rural,0
55,Female,64993,32566,401540,61,539,Self-employed,Widowed,Urban,0
48,Female,32027,27339,748448,239,388,Self-employed,Single,Urban,0
31,Male,14767,4852,651706,89,553,Unemployed,Single,Urban,1
50,Male,20354,16414,663294,208,438,Self-employed,Married,Rural,1
26,Male,50777,14281,534321,46,589,Self-employed,Married,Urban,0
44,Male,23901,48538,372211,22,605,Unemployed,Divorced,Semiurban,0
41,Female,51966,47155,666446,110,471,Employed,Widowed,Semiurban,1
30,Male,70637,28031,180017,30,825,Self-employed,Single,Urban,0
43,Male,18515,16626,490691,98,627,Unemployed,Divorced,Semiurban,0
46,Female,26806,23302,513743,220,452,Employed,Married,Urban,1
60,Male,5573,45741,23894,189,477,Self-employed,Divorced,Rural,1
45,Female,43941,46691,721473,222,715,Unemployed,Married,Semiurban,0
45,Female,45915,30112,533975,156,610,Self-employed,Married,Semiurban,0
25,Female,55780,5511,401103,263,543,Self-employed,Divorced,Semiurban,0
40,Female,7060,38276,139115,306,708,Unemployed,Widowed,Semiurban,1
46,Female,51094,4668,416231,124,519,Employed,Divorced,Semiurban,0
22,Male,58899,6087,284933,139,735,Unemployed,Married,Rural,0
59,Male,57421,7015,586072,212,483,Employed,Single,Semiurban,1
24,Female,47610,31419,273259,268,423,Unemployed,Widowed,Urban,1
59,Male,12933,39430,558109,327,537,Unemployed,Widowed,Semiurban,0
53,Female,74168,31314,27879,195,705,Self-employed,Single,Urban,0
58,Male,45898,11614,384321,163,497,Employed,Widowed,Urban,0
44,Male,7589,4003,714002,81,386,Employed,Married,Rural,1
63,Male,13612,26235,196852,57,374,Employed,Divorced,Semiurban,0
19,Male,49611,33366,54157,231,632,Self-employed,Married,Rural,0
42,Male,20888,32837,253341,99,730,Unemployed,Widowed,Semiurban,0
26,Male,21417,8139,693077,297,669,Self-employed,Single,Semiurban,0
44,Male,63323,9585,589550,296,343,Unemployed,Widowed,Rural,0
18,Female,79551,3659,570259,327,596,Unemployed,Married,Rural,0
40,Female,47440,26225,731400,183,765,Unemployed,Widowed,Urban,0
27,Female,37744,5634,650823,111,549,Unemployed,Widowed,Urban,0
59,Male,13891,39590,210257,81,721,Unemployed,Married,Urban,0
42,Male,74131,3682,97384,9,772,Self-employed,Widowed,Rural,0
20,Female,64093,35451,724183,316,572,Employed,Married,Semiurban,0
23,Female,52294,4562,422958,192,472,Unemployed,Single,Urban,1
23,Male,30557,4652,479427,25,535,Self-employed,Widowed,Rural,0
19,Female,63166,45949,503803,280,345,Self-employed,Single,Urban,1
35,Female,4192,21315,641741,141,691,Self-employed,Divorced,Semiurban,1
40,Female,47032,9502,367421,32,532,Self-employed,Widowed,Rural,0
19,Female,51851,4713,293664,141,716,Self-employed,Divorced,Rural,0
29,Male,44861,5413,711707,23,565,Unemployed,Single,Semiurban,0
39,Female,36946,21984,590763,290,489,Employed,Single,Rural,1
54,Female,51884,20487,799575,307,482,Unemployed,Married,Rural,1
37,Female,48360,2075,92005,143,656,Unemployed,Divorced,Rural,0
56,Female,65252,33550,593083,237,438,Employed,Divorced,Urban,1
41,Male,43472,20190,370185,345,846,Unemployed,Married,Semiurban,0
65,Female,37455,32263,87159,262,804,Employed,Divorced,Urban,0
37,Female,30672,42293,653084,224,781,Unemployed,Single,Semiurban,1
18,Female,5756,11909,499472,137,651,Employed,Single,Rural,1
18,Female,72030,29212,344310,261,641,Self-employed,Single,Semiurban,0
34,Female,60151,14962,677599,101,372,Employed,Single,Rural,0
18,Male,36047,15853,494775,279,462,Unemployed,Widowed,Rural,1
62,Female,74074,34822,687600,339,522,Unemployed,Married,Semiurban,1
47,Female,64391,14375,106542,306,484,Employed,Widowed,Rural,0
58,Male,4221,44361,529841,20,394,Self-employed,Widowed,Urban,1
64,Female,7164,45964,422734,184,608,Unemployed,Divorced,Semiurban,0
20,Male,35622,2109,507525,265,447,Self-employed,Married,Semiurban,1
63,Female,37980,1320,637669,93,618,Employed,Widowed,Semiurban,0
28,Male,53738,47482,280756,99,478,Employed,Widowed,Rural,0
41,Male,25612,15987,593747,338,590,Employed,Married,Urban,0
39,Female,70876,37185,46154,33,796,Self-employed,Single,Semiurban,0
61,Male,62572,3699,700466,190,600,Self-employed,Married,Rural,0
62,Female,35043,49884,758401,80,460,Employed,Married,Urban,1
43,Male,79831,46436,191218,59,360,Employed,Married,Rural,0
30,Male,68250,28209,145689,326,371,Employed,Single,Rural,1
18,Female,40822,39330,151470,52,736,Self-employed,Married,Urban,0
41,Male,61424,46415,787059,253,781,Self-employed,Single,Rural,0
27,Female,68345,49127,794125,239,414,Self-employed,Widowed,Urban,0
52,Male,54878,22547,560259,123,505,Employed,Widowed,Semiurban,1
41,Male,66963,22939,393777,265,633,Self-employed,Single,Semiurban,0
45,Female,2036,14202,203579,235,605,Unemployed,Divorced,Urban,1
53,Female,34402,29220,190626,295,831,Self-employed,Married,Rural,0
33,Male,12273,21762,346134,246,434,Self-employed,Widowed,Semiurban,0
57,Female,27030,8796,353178,337,450,Unemployed,Widowed,Urban,0
33,Female,54460,1722,90567,187,847,Self-employed,Single,Urban,0
34,Male,78939,43364,307821,322,439,Employed,Divorced,Rural,0
32,Male,21039,47304,710198,106,706,Unemployed,Divorced,Rural,0
33,Female,16017,11674,103104,253,789,Employed,Divorced,Semiurban,0
32,Male,41215,48415,27291,354,504,Unemployed,Single,Semiurban,0
51,Female,14583,2812,295641,118,594,Self-employed,Single,Semiurban,1
28,Female,34919,42541,382279,226,483,Unemployed,Married,Rural,1
18,Female,49025,2278,768622,344,317,Self-employed,Widowed,Semiurban,1
32,Female,46254,48222,178156,153,682,Self-employed,Widowed,Urban,0
43,Female,48275,35118,495210,301,841,Employed,Single,Urban,0
21,Female,59943,3623,414893,202,807,Unemployed,Widowed,Semiurban,0
60,Male,11514,6530,559533,74,491,Unemployed,Married,Rural,0
22,Female,40416,49866,582600,293,497,Self-employed,Single,Semiurban,0
52,Male,3511,15987,695674,29,541,Employed,Widowed,Urban,1
30,Female,20642,924,13267,191,390,Employed,Divorced,Semiurban,0
27,Male,53894,19546,569100,175,301,Self-employed,Single,Urban,1
28,Male,26225,37297,401991,296,764,Employed,Widowed,Rural,0
35,Male,22846,12270,736162,37,584,Employed,Widowed,Urban,1
51,Female,31152,18953,199150,306,303,Self-employed,Married,Semiurban,0
56,Male,68107,35583,555163,181,537,Employed,Married,Rural,1
58,Male,52354,23356,625091,347,738,Self-employed,Divorced,Rural,0
59,Female,28188,4578,261679,182,689,Employed,Divorced,Rural,0
40,Male,62910,4462,517082,295,628,Self-employed,Divorced,Semiurban,0
24,Male,44530,888,794966,149,540,Unemployed,Married,Urban,1
56,Female,43999,22332,175952,16,794,Employed,Widowed,Semiurban,0
20,Male,8609,19862,66807,152,360,Employed,Single,Urban,1
29,Male,60769,19973,178962,353,361,Employed,Single,Rural,1
24,Female,49397,46410,437816,315,751,Employed,Married,Urban,0
43,Male,51322,1723,177401,200,576,Employed,Married,Rural,1
50,Male,7151,23410,364763,81,458,Self-employed,Married,Rural,1
54,Male,8406,8602,533027,165,538,Employed,Married,Rural,1
65,Male,64678,18614,300251,105,342,Self-employed,Single,Rural,0
32,Female,49062,44154,611821,121,712,Unemployed,Divorced,Semiurban,0
19,Female,34956,18444,22487,88,738,Unemployed,Single,Urban,0
58,Female,55830,2613,538272,317,613,Self-employed,Married,Semiurban,0
24,Female,74681,42772,603082,68,451,Unemployed,Divorced,Rural,1
49,Male,15133,23082,697639,137,379,Self-employed,Single,Urban,0
21,Female,14209,15980,569368,253,436,Employed,Married,Urban,0
37,Female,76681,44866,279983,136,749,Self-employed,Married,Urban,0
53,Male,56345,677,754267,163,685,Unemployed,Widowed,Semiurban,0
49,Male,44585,11102,714917,221,682,Self-employed,Widowed,Urban,0
45,Male,36638,40498,366018,331,464,Unemployed,Married,Urban,1
30,Female,22645,43211,397238,39,601,Self-employed,Single,Urban,0
18,Male,20408,3004,403572,337,347,Unemployed,Widowed,Urban,0
52,Male,14521,48170,87036,303,426,Employed,Single,Rural,0
65,Male,40221,8986,296922,284,667,Self-employed,Single,Urban,0
47,Female,23086,33496,634816,301,331,Employed,Widowed,Rural,0
53,Female,18923,26269,330336,20,806,Employed,Married,Urban,0
42,Female,9202,14173,188255,120,376,Employed,Widowed,Urban,1
33,Female,39206,47609,614664,62,500,Unemployed,Single,Semiurban,1
36,Female,21885,21118,133219,147,367,Unemployed,Divorced,Semiurban,0
18,Female,13218,32958,559268,212,327,Employed,Widowed,Semiurban,1
22,Female,47692,14089,171891,145,699,Self-employed,Divorced,Urban,0
39,Male,54689,42956,19065,112,356,Unemployed,Married,Rural,0
41,Male,8716,43067,653802,296,502,Unemployed,Widowed,Semiurban,1
60,Male,18088,20250,78969,83,382,Employed,Divorced,Semiurban,0
62,Female,33001,26065,144728,7,550,Unemployed,Married,Urban,0
54,Female,24584,13690,48210,279,641,Self-employed,Single,Semiurban,0
53,Male,6286,13740,722348,40,722,Unemployed,Married,Urban,1
53,Male,6739,43069,560765,270,738,Unemployed,Married,Rural,0
21,Female,32158,38807,510276,223,713,Self-employed,Single,Urban,1
53,Female,7605,39213,635399,72,432,Self-employed,Married,Rural,1
35,Female,58492,41597,503822,74,728,Unemployed,Widowed,Rural,0
33,Female,5321,4045,34529,229,843,Self-employed,Married,Urban,1
58,Female,46541,5624,285406,299,567,Unemployed,Divorced,Urban,0
35,Female,53701,20542,332231,331,406,Self-employed,Married,Rural,0
39,Female,14170,43779,698009,208,365,Employed,Divorced,Semiurban,0
19,Female,58045,20495,452004,86,351,Unemployed,Married,Urban,0
38,Male,10933,39602,56686,71,587,Employed,Widowed,Urban,0
53,Female,11906,9033,178937,302,531,Unemployed,Single,Urban,0
61,Female,25814,21604,434793,285,462,Self-employed,Single,Rural,1
56,Female,2818,20442,747885,266,540,Employed,Divorced,Semiurban,1
64,Male,10434,3247,225725,282,689,Unemployed,Married,Urban,1
56,Male,58153,40748,200399,11,321,Self-employed,Married,Urban,0
46,Female,32571,25474,720412,137,792,Self-employed,Widowed,Semiurban,1
43,Male,42694,5586,41409,270,820,Employed,Married,Rural,0
38,Male,47485,7940,164152,330,661,Unemployed,Divorced,Urban,0
34,Male,14069,18606,688555,73,358,Employed,Divorced,Urban,0
33,Female,59198,42217,726552,131,784,Unemployed,Widowed,Rural,0
48,Female,40662,40747,675969,320,400,Self-employed,Divorced,Urban,1
26,Female,54169,34282,548823,176,639,Self-employed,Divorced,Rural,0
48,Female,74928,45506,653116,341,785,Self-employed,Widowed,Semiurban,1
31,Female,18102,2883,722904,34,315,Unemployed,Divorced,Semiurban,0
54,Female,35457,36594,53637,181,797,Unemployed,Divorced,Rural,0
19,Female,54290,30495,177736,312,420,Self-employed,Single,Rural,0
65,Male,13932,12567,222484,297,513,Unemployed,Widowed,Rural,0
63,Female,13766,4339,603693,337,629,Unemployed,Single,Semiurban,0
31,Female,15292,33442,573160,110,383,Self-employed,Married,Semiurban,1
50,Female,49631,22673,279329,50,480,Self-employed,Widowed,Urban,0
52,Female,74944,15426,528467,106,685,Unemployed,Married,Rural,0
56,Female,78230,16486,792828,231,622,Unemployed,Divorced,Rural,0
64,Female,36533,10549,794892,109,747,Employed,Single,Urban,0
37,Female,7778,3993,369801,267,372,Unemployed,Divorced,Urban,1
19,Female,37059,12219,187386,258,554,Employed,Single,Semiurban,1
58,Male,6866,3708,12676,170,589,Unemployed,Single,Urban,1
36,Male,75965,28788,42312,297,799,Employed,Single,Urban,0
54,Female,62661,1495,139220,217,301,Employed,Single,Rural,0
35,Female,45352,29434,672632,149,682,Self-employed,Divorced,Urban,0
33,Male,52736,36160,202435,241,411,Unemployed,Divorced,Rural,0
21,Female,36075,44466,531943,27,503,Self-employed,Divorced,Rural,1
29,Female,26104,7537,590333,74,325,Self-employed,Single,Rural,0
46,Male,67827,35553,312661,74,407,Unemployed,Married,Urban,0
24,Female,71222,22203,79227,251,573,Self-employed,Divorced,Urban,0
31,Female,3642,5588,441854,68,841,Self-employed,Divorced,Rural,0
29,Female,64845,28308,471277,242,316,Self-employed,Widowed,Semiurban,1
52,Male,10769,37570,215161,336,763,Self-employed,Married,Semiurban,0
22,Male,71445,15211,59322,24,597,Employed,Divorced,Rural,1
34,Female,52375,37659,387926,236,695,Unemployed,Divorced,Semiurban,0
59,Male,34078,45528,402438,234,326,Unemployed,Widowed,Urban,1
49,Male,14268,3525,580429,132,482,Self-employed,Single,Rural,0
27,Male,12844,19901,540004,151,815,Unemployed,Married,Urban,0
60,Female,76174,4777,65644,334,748,Employed,Married,Semiurban,0
34,Male,62763,4189,654938,119,631,Self-employed,Widowed,Semiurban,0
22,Male,13233,45791,747784,248,755,Self-employed,Married,Urban,1
62,Male,32496,23317,730076,150,719,Self-employed,Divorced,Semiurban,0
59,Female,19806,31501,661742,46,539,Employed,Married,Semiurban,1
26,Male,42326,18297,460441,166,811,Unemployed,Widowed,Urban,0
50,Male,41513,10649,215970,343,589,Employed,Single,Urban,0
53,Female,53761,23719,664527,82,738,Unemployed,Widowed,Urban,0
53,Male,21465,46645,253926,173,822,Employed,Married,Urban,0
35,Male,41502,1150,122323,289,558,Employed,Widowed,Semiurban,0
26,Male,10250,14301,370993,115,567,Self-employed,Widowed,Urban,0
46,Female,62503,28434,456589,200,412,Self-employed,Married,Rural,0
31,Female,23310,36905,756183,233,704,Self-employed,Single,Semiurban,0
42,Male,34206,20520,86117,172,701,Employed,Divorced,Semiurban,0
32,Male,11764,1510,621018,26,535,Employed,Widowed,Urban,1
23,Male,57596,28546,164895,170,305,Unemployed,Single,Semiurban,1
59,Male,14842,13982,590260,135,413,Employed,Single,Urban,1
46,Male,4976,3915,604251,267,664,Unemployed,Widowed,Semiurban,1
32,Male,9426,14734,583822,57,620,Self-employed,Married,Urban,0
46,Female,24887,22709,434967,266,610,Self-employed,Married,Semiurban,0
21,Male,28710,19636,291265,180,467,Employed,Widowed,Rural,0
35,Male,43387,32684,601024,304,351,Unemployed,Married,Urban,0
61,Male,49470,10957,740657,101,599,Unemployed,Married,Urban,1
56,Female,8486,36706,682486,45,361,Self-employed,Single,Rural,0
33,Male,41258,33841,66581,214,383,Employed,Divorced,Urban,0
28,Female,24623,34960,748991,147,652,Unemployed,Divorced,Semiurban,0
31,Male,25806,40975,293267,263,802,Unemployed,Married,Semiurban,0
20,Male,7973,31828,580324,172,774,Unemployed,Married,Semiurban,1
59,Male,48215,40151,397206,196,802,Self-employed,Widowed,Rural,0
55,Male,47939,28129,675950,324,398,Employed,Married,Rural,0
62,Male,31157,37939,714684,124,605,Unemployed,Widowed,Semiurban,0
59,Male,7521,8298,728080,151,614,Employed,Divorced,Rural,1
35,Female,14891,6480,551989,355,741,Unemployed,Single,Urban,0
37,Male,24474,27544,732899,340,546,Self-employed,Widowed,Rural,0
65,Male,28507,45426,635022,134,564,Employed,Single,Urban,0
42,Male,12687,2857,30387,150,724,Unemployed,Divorced,Semiurban,0
55,Female,13009,4349,62613,59,357,Self-employed,Single,Semiurban,0
30,Male,46291,1428,313810,127,783,Self-employed,Divorced,Semiurban,0
21,Female,50296,39491,175207,129,623,Self-employed,Single,Rural,0
31,Male,42225,46778,558842,172,485,Unemployed,Single,Semiurban,0
50,Male,36828,23163,229389,327,798,Self-employed,Married,Rural,0
45,Female,38102,27677,47146,148,361,Self-employed,Divorced,Semiurban,0
54,Female,58342,30904,105037,27,545,Self-employed,Widowed,Urban,0
25,Male,35712,15718,411204,281,786,Self-employed,Divorced,Rural,0
61,Female,28823,14809,712479,354,672,Self-employed,Married,Urban,0
51,Female,7361,13272,283600,304,814,Unemployed,Widowed,Urban,1
61,Male,40052,11828,502637,282,350,Employed,Married,Urban,1
22,Male,25265,44431,730938,309,398,Unemployed,Divorced,Semiurban,1
22,Male,44012,7856,209669,327,622,Unemployed,Divorced,Urban,0
48,Female,12916,11223,747883,120,740,Unemployed,Married,Urban,0
62,Male,77045,39413,792309,277,703,Employed,Widowed,Urban,0
26,Male,47532,35689,496166,173,716,Employed,Divorced,Rural,0
59,Female,49659,8166,67718,282,454,Self-employed,Married,Rural,0
49,Female,16003,12637,490993,269,841,Employed,Divorced,Rural,0
50,Male,44634,46534,222285,255,445,Unemployed,Married,Rural,0
20,Female,76992,878,538930,260,534,Self-employed,Divorced,Rural,0
47,Female,13369,10704,367988,347,773,Employed,Divorced,Rural,0
29,Female,21329,8502,201215,63,698,Unemployed,Single,Rural,0
46,Male,14410,15266,234457,10,759,Self-employed,Widowed,Semiurban,0
20,Male,31730,48068,317627,116,732,Self-employed,Divorced,Rural,0
43,Male,4665,34089,504475,291,556,Self-employed,Widowed,Urban,0
47,Female,41899,44356,363773,356,738,Unemployed,Married,Semiurban,1
26,Male,39703,20759,774587,270,836,Self-employed,Single,Rural,0
43,Male,67951,15046,316652,254,474,Unemployed,Married,Rural,0
19,Female,26172,25270,112815,100,790,Employed,Widowed,Urban,0
20,Female,4684,10806,136651,356,582,Self-employed,Married,Urban,1
63,Male,75030,41230,595469,302,518,Employed,Married,Urban,0
21,Female,21750,37988,708830,312,455,Self-employed,Married,Semiurban,0
42,Male,21887,35892,207871,190,356,Self-employed,Widowed,Semiurban,1
30,Male,22826,29512,152000,234,810,Self-employed,Divorced,Semiurban,0
56,Male,8180,40954,359489,322,637,Unemployed,Married,Semiurban,1
61,Female,48779,5099,48591,267,571,Employed,Widowed,Urban,1
52,Female,70095,30311,622699,124,483,Self-employed,Single,Urban,0
40,Male,64288,8552,668859,239,590,Self-employed,Single,Urban,0
26,Male,42905,11627,153490,287,601,Unemployed,Widowed,Urban,0
19,Male,71507,25309,326710,207,546,Self-employed,Married,Urban,0
58,Male,58068,45756,786060,267,315,Unemployed,Divorced,Rural,1
61,Female,20113,1350,476682,58,634,Self-employed,Single,Urban,0
48,Male,44861,12276,282390,322,510,Employed,Divorced,Urban,0
61,Male,27617,11739,437001,166,672,Unemployed,Widowed,Rural,0
64,Female,4583,21302,108425,249,705,Unemployed,Single,Semiurban,1
19,Male,28250,38498,402493,99,829,Self-employed,Married,Urban,0
49,Male,5055,12384,660709,45,321,Employed,Single,Rural,1
35,Male,74337,33094,727301,285,418,Self-employed,Married,Rural,0
30,Male,36426,2120,340144,97,827,Unemployed,Divorced,Rural,0
63,Male,62532,993,673868,306,483,Self-employed,Single,Rural,1
22,Female,11933,21759,626853,43,814,Employed,Widowed,Semiurban,0
